<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
@Si;1;20260309;141100;77770;77807;77767;77777;1244;0
@Si;1;20260309;141200;77779;77808;77732;77807;1565;0
@Si;1;20260309;141300;77805;77813;77781;77781;1533;0
@Si;1;20260309;141400;77782;77793;77758;77768;613;0
@Si;1;20260309;141500;77769;77775;77753;77770;461;0
@Si;1;20260309;141600;77769;77780;77754;77756;374;0
@Si;1;20260309;141700;77755;77781;77753;77773;203;0
@Si;1;20260309;141800;77775;77795;77771;77795;520;0
@Si;1;20260309;141900;77796;77799;77794;77797;314;0
@Si;1;20260309;142000;77796;77796;77758;77784;547;0
@Si;1;20260309;142100;77787;77794;77786;77790;364;0
@Si;1;20260309;142200;77786;77826;77786;77820;655;0
@Si;1;20260309;142300;77819;77825;77796;77808;400;0
@Si;1;20260309;142400;77807;77821;77807;77816;225;0
@Si;1;20260309;142500;77818;77838;77816;77831;761;0
@Si;1;20260309;142600;77832;77853;77820;77849;1384;0
@Si;1;20260309;142700;77847;77862;77847;77861;835;0
@Si;1;20260309;142800;77862;77872;77857;77870;1100;0
@Si;1;20260309;142900;77864;77877;77854;77876;802;0
@Si;1;20260309;143000;77877;77910;77876;77906;1818;0
@Si;1;20260309;143100;77907;77909;77876;77902;880;0
@Si;1;20260309;143200;77905;77922;77904;77920;561;0
@Si;1;20260309;143300;77920;77940;77919;77940;918;0
@Si;1;20260309;143400;77940;77968;77939;77959;1048;0
@Si;1;20260309;143500;77956;77959;77917;77917;804;0
@Si;1;20260309;143600;77917;77938;77912;77934;774;0
@Si;1;20260309;143700;77930;77935;77916;77916;277;0
@Si;1;20260309;143800;77916;77920;77896;77896;382;0
@Si;1;20260309;143900;77897;77897;77880;77886;174;0
@Si;1;20260309;144000;77884;77887;77877;77885;271;0
@Si;1;20260309;144100;77885;77922;77883;77917;277;0
@Si;1;20260309;144200;77920;77920;77902;77912;785;0
@Si;1;20260309;144300;77912;77922;77912;77920;253;0
@Si;1;20260309;144400;77906;77919;77902;77902;92;0
@Si;1;20260309;144500;77905;77906;77893;77893;252;0
@Si;1;20260309;144600;77894;77898;77876;77886;447;0
@Si;1;20260309;144700;77881;77884;77871;77881;209;0
@Si;1;20260309;144800;77881;77881;77862;77862;234;0
@Si;1;20260309;144900;77862;77862;77840;77852;703;0
@Si;1;20260309;145000;77853;77853;77840;77840;216;0
@Si;1;20260309;145100;77840;77843;77831;77838;251;0
@Si;1;20260309;145200;77836;77842;77825;77825;402;0
@Si;1;20260309;145300;77827;77828;77814;77816;217;0
@Si;1;20260309;145400;77816;77816;77804;77804;256;0
@Si;1;20260309;145500;77804;77807;77801;77806;115;0
@Si;1;20260309;145600;77809;77848;77805;77845;688;0
@Si;1;20260309;145700;77845;77845;77824;77838;288;0
@Si;1;20260309;145800;77847;77847;77832;77837;179;0
@Si;1;20260309;145900;77835;77845;77832;77845;92;0
@Si;1;20260309;150000;77838;77847;77828;77836;189;0
@Si;1;20260309;150100;77844;77844;77832;77838;119;0
@Si;1;20260309;150200;77838;77844;77828;77844;119;0
@Si;1;20260309;150300;77841;77882;77840;77842;588;0
@Si;1;20260309;150400;77845;77847;77816;77816;150;0
@Si;1;20260309;150500;77816;77817;77790;77801;493;0
@Si;1;20260309;150600;77801;77812;77789;77791;177;0
@Si;1;20260309;150700;77791;77794;77785;77785;63;0
@Si;1;20260309;150800;77784;77866;77784;77847;486;0
@Si;1;20260309;150900;77842;77847;77774;77774;615;0
@Si;1;20260309;151000;77781;77796;77764;77767;586;0
@Si;1;20260309;151100;77769;77796;77735;77786;1396;0
@Si;1;20260309;151200;77789;77823;77789;77823;353;0
@Si;1;20260309;151300;77825;77828;77804;77808;278;0
@Si;1;20260309;151400;77809;77837;77809;77836;212;0
@Si;1;20260309;151500;77836;77868;77825;77868;505;0
@Si;1;20260309;151600;77868;77880;77861;77874;538;0
@Si;1;20260309;151700;77873;77913;77862;77902;675;0
@Si;1;20260309;151800;77902;77903;77886;77900;236;0
@Si;1;20260309;151900;77902;77911;77889;77911;299;0
@Si;1;20260309;152000;77911;77922;77902;77916;342;0
@Si;1;20260309;152100;77919;77919;77898;77908;261;0
@Si;1;20260309;152200;77908;77910;77887;77893;214;0
@Si;1;20260309;152300;77892;77902;77892;77901;42;0
@Si;1;20260309;152400;77901;77901;77863;77882;433;0
@Si;1;20260309;152500;77886;77898;77854;77895;870;0
@Si;1;20260309;152600;77894;77895;77882;77884;191;0
@Si;1;20260309;152700;77884;77890;77882;77886;46;0
@Si;1;20260309;152800;77883;77884;77874;77884;71;0
@Si;1;20260309;152900;77883;77884;77874;77881;47;0
@Si;1;20260309;153000;77883;77883;77867;77871;149;0
@Si;1;20260309;153100;77871;77871;77851;77863;223;0
@Si;1;20260309;153200;77863;77863;77801;77822;694;0
@Si;1;20260309;153300;77823;77833;77811;77827;188;0
@Si;1;20260309;153400;77829;77829;77811;77816;146;0
@Si;1;20260309;153500;77814;77828;77805;77825;120;0
@Si;1;20260309;153600;77824;77824;77812;77820;120;0
@Si;1;20260309;153700;77820;77820;77816;77818;176;0
@Si;1;20260309;153800;77816;77816;77806;77811;145;0
@Si;1;20260309;153900;77813;77813;77801;77811;190;0
@Si;1;20260309;154000;77803;77803;77752;77777;552;0
@Si;1;20260309;154100;77779;77784;77774;77782;110;0
@Si;1;20260309;154200;77782;77782;77768;77782;113;0
@Si;1;20260309;154300;77781;77829;77777;77815;244;0
@Si;1;20260309;154400;77814;77814;77791;77791;111;0
@Si;1;20260309;154500;77791;77804;77784;77804;223;0
@Si;1;20260309;154600;77810;77810;77772;77785;365;0
@Si;1;20260309;154700;77784;77787;77780;77787;58;0
@Si;1;20260309;154800;77787;77787;77763;77763;277;0
@Si;1;20260309;154900;77763;77773;77761;77770;164;0
@Si;1;20260309;155000;77770;77772;77759;77770;177;0
@Si;1;20260309;155100;77776;77777;77760;77774;205;0
@Si;1;20260309;155200;77775;77775;77744;77747;358;0
@Si;1;20260309;155300;77746;77752;77700;77734;775;0
@Si;1;20260309;155400;77737;77742;77707;77723;548;0
@Si;1;20260309;155500;77722;77733;77721;77729;126;0
@Si;1;20260309;155600;77730;77737;77710;77734;402;0
@Si;1;20260309;155700;77735;77743;77731;77743;74;0
@Si;1;20260309;155800;77744;77744;77707;77709;250;0
@Si;1;20260309;155900;77710;77730;77688;77721;593;0
@Si;1;20260309;160000;77719;77722;77694;77718;360;0
@Si;1;20260309;160100;77722;77759;77722;77759;179;0
@Si;1;20260309;160200;77760;77774;77746;77753;435;0
@Si;1;20260309;160300;77752;77795;77749;77794;590;0
@Si;1;20260309;160400;77794;77797;77753;77756;235;0
@Si;1;20260309;160500;77756;77783;77756;77766;86;0
@Si;1;20260309;160600;77762;77766;77762;77764;25;0
@Si;1;20260309;160700;77765;77793;77760;77787;263;0
@Si;1;20260309;160800;77785;77805;77723;77728;704;0
@Si;1;20260309;160900;77725;77726;77716;77716;164;0
@Si;1;20260309;161000;77716;77716;77670;77673;832;0
@Si;1;20260309;161100;77674;77674;77624;77631;1206;0
@Si;1;20260309;161200;77640;77658;77626;77658;370;0
@Si;1;20260309;161300;77657;77679;77644;77679;645;0
@Si;1;20260309;161400;77679;77681;77670;77679;417;0
@Si;1;20260309;161500;77671;77673;77666;77667;105;0
@Si;1;20260309;161600;77670;77670;77660;77670;181;0
@Si;1;20260309;161700;77670;77680;77670;77680;130;0
@Si;1;20260309;161800;77679;77697;77674;77697;211;0
@Si;1;20260309;161900;77696;77710;77696;77708;361;0
@Si;1;20260309;162000;77707;77707;77681;77694;123;0
@Si;1;20260309;162100;77691;77691;77671;77679;97;0
@Si;1;20260309;162200;77678;77678;77670;77673;70;0
@Si;1;20260309;162300;77673;77676;77670;77676;256;0
@Si;1;20260309;162400;77671;77696;77670;77686;181;0
@Si;1;20260309;162500;77686;77686;77651;77651;322;0
@Si;1;20260309;162600;77650;77654;77629;77644;607;0
@Si;1;20260309;162700;77646;77646;77630;77638;182;0
@Si;1;20260309;162800;77640;77657;77632;77637;190;0
@Si;1;20260309;162900;77649;77687;77645;77682;370;0
@Si;1;20260309;163000;77683;77686;77672;77683;290;0
@Si;1;20260309;163100;77682;77693;77682;77688;216;0
@Si;1;20260309;163200;77693;77698;77678;77694;322;0
@Si;1;20260309;163300;77695;77702;77678;77689;171;0
@Si;1;20260309;163400;77685;77685;77661;77682;163;0
@Si;1;20260309;163500;77685;77685;77677;77679;40;0
@Si;1;20260309;163600;77679;77701;77679;77698;425;0
@Si;1;20260309;163700;77698;77700;77694;77694;96;0
@Si;1;20260309;163800;77691;77693;77682;77693;142;0
@Si;1;20260309;163900;77694;77709;77690;77708;584;0
@Si;1;20260309;164000;77708;77711;77681;77698;732;0
@Si;1;20260309;164100;77697;77708;77693;77704;181;0
@Si;1;20260309;164200;77707;77745;77707;77745;676;0
@Si;1;20260309;164300;77741;77746;77733;77746;94;0
@Si;1;20260309;164400;77745;77775;77741;77743;685;0
@Si;1;20260309;164500;77742;77774;77742;77774;213;0
@Si;1;20260309;164600;77773;77794;77765;77765;433;0
@Si;1;20260309;164700;77764;77768;77745;77745;61;0
@Si;1;20260309;164800;77746;77783;77746;77782;277;0
@Si;1;20260309;164900;77783;77783;77757;77758;246;0
@Si;1;20260309;165000;77759;77785;77757;77783;78;0
@Si;1;20260309;165100;77783;77798;77775;77790;273;0
@Si;1;20260309;165200;77790;77790;77782;77783;136;0
@Si;1;20260309;165300;77785;77798;77771;77795;349;0
@Si;1;20260309;165400;77797;77802;77793;77801;250;0
@Si;1;20260309;165500;77801;77802;77781;77788;419;0
@Si;1;20260309;165600;77788;77799;77786;77798;197;0
@Si;1;20260309;165700;77799;77800;77743;77751;460;0
@Si;1;20260309;165800;77749;77749;77724;77729;259;0
@Si;1;20260309;165900;77723;77736;77714;77729;268;0
@Si;1;20260309;170000;77731;77731;77711;77724;231;0
@Si;1;20260309;170100;77724;77738;77721;77738;315;0
@Si;1;20260309;170200;77745;77746;77726;77745;311;0
@Si;1;20260309;170300;77746;77753;77740;77752;242;0
@Si;1;20260309;170400;77755;77795;77755;77790;498;0
@Si;1;20260309;170500;77790;77802;77749;77750;203;0
@Si;1;20260309;170600;77750;77771;77750;77760;353;0
@Si;1;20260309;170700;77758;77760;77737;77760;248;0
@Si;1;20260309;170800;77748;77783;77748;77769;279;0
@Si;1;20260309;170900;77777;77784;77761;77761;173;0
@Si;1;20260309;171000;77757;77760;77742;77760;261;0
@Si;1;20260309;171100;77759;77833;77759;77832;857;0
@Si;1;20260309;171200;77830;77842;77825;77836;439;0
@Si;1;20260309;171300;77836;77840;77820;77820;416;0
@Si;1;20260309;171400;77821;77821;77790;77797;88;0
@Si;1;20260309;171500;77795;77795;77758;77782;243;0
@Si;1;20260309;171600;77782;77791;77742;77784;537;0
@Si;1;20260309;171700;77784;77827;77784;77803;338;0
@Si;1;20260309;171800;77796;77825;77796;77808;295;0
@Si;1;20260309;171900;77804;77819;77804;77819;88;0
@Si;1;20260309;172000;77819;77819;77760;77774;408;0
@Si;1;20260309;172100;77771;77774;77762;77767;66;0
@Si;1;20260309;172200;77765;77786;77765;77768;217;0
@Si;1;20260309;172300;77772;77785;77771;77783;72;0
@Si;1;20260309;172400;77781;77787;77775;77787;108;0
@Si;1;20260309;172500;77786;77787;77759;77779;199;0
@Si;1;20260309;172600;77779;77789;77765;77765;151;0
@Si;1;20260309;172700;77765;77765;77741;77741;363;0
@Si;1;20260309;172800;77742;77752;77740;77752;220;0
@Si;1;20260309;172900;77746;77779;77730;77772;298;0
@Si;1;20260309;173000;77767;77767;77731;77732;199;0
@Si;1;20260309;173100;77733;77736;77701;77715;319;0
@Si;1;20260309;173200;77715;77726;77692;77723;496;0
@Si;1;20260309;173300;77724;77725;77709;77712;295;0
@Si;1;20260309;173400;77712;77716;77708;77709;65;0
@Si;1;20260309;173500;77710;77710;77699;77700;68;0
@Si;1;20260309;173600;77699;77700;77673;77679;524;0
@Si;1;20260309;173700;77679;77733;77675;77733;452;0
@Si;1;20260309;173800;77733;77763;77733;77756;268;0
@Si;1;20260309;173900;77755;77759;77741;77741;119;0
@Si;1;20260309;174000;77732;77733;77695;77708;200;0
@Si;1;20260309;174100;77707;77711;77694;77706;156;0
@Si;1;20260309;174200;77705;77705;77693;77698;170;0
@Si;1;20260309;174300;77698;77698;77672;77676;292;0
@Si;1;20260309;174400;77675;77675;77653;77653;209;0
@Si;1;20260309;174500;77654;77654;77632;77633;412;0
@Si;1;20260309;174600;77633;77699;77626;77699;754;0
@Si;1;20260309;174700;77700;77746;77685;77696;626;0
@Si;1;20260309;174800;77697;77700;77673;77676;359;0
@Si;1;20260309;174900;77684;77684;77663;77674;155;0
@Si;1;20260309;175000;77671;77698;77664;77698;189;0
@Si;1;20260309;175100;77691;77694;77669;77674;344;0
@Si;1;20260309;175200;77672;77688;77667;77688;152;0
@Si;1;20260309;175300;77686;77693;77676;77693;77;0
@Si;1;20260309;175400;77692;77734;77675;77723;456;0
@Si;1;20260309;175500;77720;77720;77700;77719;98;0
@Si;1;20260309;175600;77719;77721;77705;77713;138;0
@Si;1;20260309;175700;77708;77708;77676;77683;304;0
@Si;1;20260309;175800;77688;77692;77679;77691;138;0
@Si;1;20260309;175900;77692;77695;77683;77695;136;0
@Si;1;20260309;180000;77694;77695;77672;77673;254;0
@Si;1;20260309;180100;77674;77676;77660;77661;206;0
@Si;1;20260309;180200;77661;77661;77648;77648;119;0
@Si;1;20260309;180300;77647;77672;77647;77664;370;0
@Si;1;20260309;180400;77662;77662;77645;77645;245;0
@Si;1;20260309;180500;77641;77723;77631;77709;998;0
@Si;1;20260309;180600;77705;77705;77655;77670;323;0
@Si;1;20260309;180700;77669;77674;77664;77669;288;0
@Si;1;20260309;180800;77670;77685;77667;77683;303;0
@Si;1;20260309;180900;77684;77684;77668;77668;121;0
@Si;1;20260309;181000;77668;77668;77644;77650;464;0
@Si;1;20260309;181100;77655;77655;77642;77643;88;0
@Si;1;20260309;181200;77643;77665;77643;77665;289;0
@Si;1;20260309;181300;77663;77663;77640;77640;177;0
@Si;1;20260309;181400;77642;77649;77640;77640;148;0
@Si;1;20260309;181500;77640;77668;77632;77660;296;0
@Si;1;20260309;181600;77660;77683;77656;77682;200;0
@Si;1;20260309;181700;77674;77674;77660;77668;543;0
@Si;1;20260309;181800;77663;77683;77662;77678;159;0
@Si;1;20260309;181900;77678;77683;77644;77644;255;0
@Si;1;20260309;182000;77644;77660;77606;77657;2261;0
@Si;1;20260309;182100;77655;77680;77654;77673;285;0
@Si;1;20260309;182200;77673;77716;77673;77706;1081;0
@Si;1;20260309;182300;77706;77724;77702;77721;451;0
@Si;1;20260309;182400;77720;77724;77716;77723;205;0
@Si;1;20260309;182500;77724;77725;77720;77725;78;0
@Si;1;20260309;182600;77722;77722;77715;77715;104;0
@Si;1;20260309;182700;77717;77729;77715;77729;363;0
@Si;1;20260309;182800;77729;77747;77729;77746;396;0
@Si;1;20260309;182900;77747;77755;77736;77739;354;0
@Si;1;20260309;183000;77735;77735;77701;77704;395;0
@Si;1;20260309;183100;77702;77702;77662;77686;442;0
@Si;1;20260309;183200;77697;77707;77679;77680;270;0
@Si;1;20260309;183300;77685;77692;77672;77682;187;0
@Si;1;20260309;183400;77686;77697;77672;77673;280;0
@Si;1;20260309;183500;77677;77689;77673;77689;85;0
@Si;1;20260309;183600;77686;77693;77678;77693;55;0
@Si;1;20260309;183700;77696;77725;77695;77725;163;0
@Si;1;20260309;183800;77726;77731;77710;77729;244;0
@Si;1;20260309;183900;77729;77737;77729;77737;92;0
@Si;1;20260309;184000;77738;77739;77730;77730;206;0
@Si;1;20260309;184100;77730;77736;77730;77736;236;0
@Si;1;20260309;184200;77730;77730;77721;77721;83;0
@Si;1;20260309;184300;77717;77723;77700;77714;398;0
@Si;1;20260309;184400;77712;77734;77712;77724;277;0
@Si;1;20260309;184500;77724;77735;77716;77722;236;0
@Si;1;20260309;184600;77722;77730;77715;77715;235;0
@Si;1;20260309;184700;77721;77734;77715;77731;300;0
@Si;1;20260309;184800;77727;77732;77721;77723;285;0
@Si;1;20260309;184900;77722;77729;77710;77718;629;0
@Si;1;20260309;190500;77723;77782;77690;77743;1829;0
@Si;1;20260309;190600;77747;77751;77730;77748;254;0
@Si;1;20260309;190700;77742;77773;77740;77766;425;0
@Si;1;20260309;190800;77766;77770;77748;77749;282;0
@Si;1;20260309;190900;77746;77754;77734;77742;327;0
@Si;1;20260309;191000;77744;77760;77744;77758;348;0
@Si;1;20260309;191100;77758;77760;77746;77750;267;0
@Si;1;20260309;191200;77750;77760;77722;77742;404;0
@Si;1;20260309;191300;77739;77742;77725;77725;72;0
@Si;1;20260309;191400;77727;77750;77727;77749;237;0
@Si;1;20260309;191500;77750;77751;77736;77751;86;0
@Si;1;20260309;191600;77752;77757;77743;77746;49;0
@Si;1;20260309;191700;77748;77751;77747;77750;6;0
@Si;1;20260309;191800;77751;77758;77751;77758;7;0
@Si;1;20260309;191900;77761;77762;77760;77760;117;0
@Si;1;20260309;192000;77759;77760;77749;77759;32;0
@Si;1;20260309;192100;77758;77760;77740;77749;161;0
@Si;1;20260309;192200;77748;77748;77700;77712;342;0
@Si;1;20260309;192300;77710;77710;77680;77681;125;0
@Si;1;20260309;192400;77680;77680;77665;77679;203;0
@Si;1;20260309;192500;77679;77687;77679;77687;79;0
@Si;1;20260309;192600;77687;77729;77687;77729;117;0
@Si;1;20260309;192700;77735;77750;77710;77726;289;0
@Si;1;20260309;192800;77724;77740;77723;77740;175;0
@Si;1;20260309;192900;77740;77746;77728;77728;234;0
@Si;1;20260309;193000;77733;77733;77706;77709;57;0
@Si;1;20260309;193100;77708;77713;77704;77704;77;0
@Si;1;20260309;193200;77699;77711;77699;77710;27;0
@Si;1;20260309;193300;77704;77704;77687;77696;55;0
@Si;1;20260309;193400;77696;77696;77687;77691;32;0
@Si;1;20260309;193500;77689;77699;77684;77699;55;0
@Si;1;20260309;193600;77697;77697;77680;77689;122;0
@Si;1;20260309;193700;77691;77694;77691;77691;3;0
@Si;1;20260309;193800;77694;77701;77694;77700;63;0
@Si;1;20260309;193900;77701;77701;77680;77681;156;0
@Si;1;20260309;194000;77680;77680;77670;77670;137;0
@Si;1;20260309;194100;77670;77671;77670;77671;50;0
@Si;1;20260309;194200;77671;77671;77643;77643;260;0
@Si;1;20260309;194300;77644;77658;77639;77639;185;0
@Si;1;20260309;194400;77639;77672;77639;77666;131;0
@Si;1;20260309;194500;77673;77673;77648;77664;73;0
@Si;1;20260309;194600;77673;77673;77664;77664;33;0
@Si;1;20260309;194700;77665;77666;77663;77663;16;0
@Si;1;20260309;194800;77663;77677;77663;77671;34;0
@Si;1;20260309;194900;77676;77680;77667;77667;41;0
@Si;1;20260309;195000;77673;77684;77661;77661;63;0
@Si;1;20260309;195100;77663;77669;77663;77668;32;0
@Si;1;20260309;195200;77663;77663;77613;77646;714;0
@Si;1;20260309;195300;77649;77652;77609;77622;429;0
@Si;1;20260309;195400;77619;77665;77619;77665;162;0
@Si;1;20260309;195500;77665;77692;77662;77680;277;0
@Si;1;20260309;195600;77685;77718;77679;77718;307;0
@Si;1;20260309;195700;77717;77718;77710;77710;83;0
@Si;1;20260309;195800;77709;77709;77693;77702;103;0
@Si;1;20260309;195900;77703;77708;77696;77696;58;0
@Si;1;20260309;200000;77695;77697;77686;77697;59;0
@Si;1;20260309;200100;77697;77700;77680;77700;64;0
@Si;1;20260309;200200;77700;77709;77697;77706;56;0
@Si;1;20260309;200300;77711;77711;77711;77711;1;0
@Si;1;20260309;200400;77704;77710;77704;77704;11;0
@Si;1;20260309;200500;77710;77711;77692;77693;161;0
@Si;1;20260309;200600;77702;77732;77702;77732;177;0
@Si;1;20260309;200700;77733;77744;77733;77744;102;0
@Si;1;20260309;200800;77744;77744;77742;77742;27;0
@Si;1;20260309;200900;77742;77743;77741;77743;66;0
@Si;1;20260309;201000;77743;77745;77743;77745;101;0
@Si;1;20260309;201100;77744;77745;77744;77745;8;0
@Si;1;20260309;201200;77744;77748;77744;77747;60;0
@Si;1;20260309;201300;77747;77747;77745;77745;7;0
@Si;1;20260309;201400;77744;77745;77742;77745;24;0
@Si;1;20260309;201500;77743;77745;77743;77745;95;0
@Si;1;20260309;201600;77744;77746;77744;77746;88;0
@Si;1;20260309;201700;77746;77750;77745;77750;25;0
@Si;1;20260309;201800;77750;77750;77749;77750;73;0
@Si;1;20260309;201900;77750;77750;77750;77750;4;0
@Si;1;20260309;202000;77752;77766;77751;77766;131;0
@Si;1;20260309;202100;77765;77770;77765;77770;18;0
@Si;1;20260309;202200;77770;77771;77768;77771;19;0
@Si;1;20260309;202300;77774;77774;77764;77771;115;0
@Si;1;20260309;202400;77771;77771;77771;77771;6;0
@Si;1;20260309;202500;77771;77775;77770;77774;24;0
@Si;1;20260309;202600;77774;77775;77772;77773;90;0
@Si;1;20260309;202700;77773;77775;77773;77775;28;0
@Si;1;20260309;202800;77773;77774;77773;77774;4;0
@Si;1;20260309;202900;77774;77777;77774;77776;20;0
@Si;1;20260309;203000;77777;77790;77776;77790;172;0
@Si;1;20260309;203100;77791;77799;77791;77798;67;0
@Si;1;20260309;203200;77797;77797;77791;77796;125;0
@Si;1;20260309;203300;77791;77796;77787;77787;166;0
@Si;1;20260309;203400;77794;77794;77787;77794;8;0
@Si;1;20260309;203500;77787;77795;77786;77794;83;0
@Si;1;20260309;203600;77790;77795;77790;77795;34;0
@Si;1;20260309;203700;77792;77792;77782;77782;117;0
@Si;1;20260309;203800;77785;77790;77785;77790;12;0
@Si;1;20260309;203900;77792;77798;77785;77791;84;0
@Si;1;20260309;204000;77787;77795;77773;77780;88;0
@Si;1;20260309;204100;77781;77794;77781;77788;51;0
@Si;1;20260309;204200;77788;77791;77782;77789;26;0
@Si;1;20260309;204300;77788;77788;77780;77781;4;0
@Si;1;20260309;204400;77780;77781;77765;77765;68;0
@Si;1;20260309;204500;77770;77770;77765;77765;11;0
@Si;1;20260309;204600;77773;77777;77773;77777;42;0
@Si;1;20260309;204700;77773;77777;77770;77777;39;0
@Si;1;20260309;204800;77775;77777;77770;77774;56;0
@Si;1;20260309;204900;77774;77777;77774;77774;16;0
@Si;1;20260309;205000;77777;77782;77777;77782;42;0
@Si;1;20260309;205100;77782;77785;77779;77785;45;0
@Si;1;20260309;205200;77782;77790;77777;77787;31;0
@Si;1;20260309;205300;77791;77798;77791;77796;56;0
@Si;1;20260309;205400;77796;77796;77791;77791;13;0
@Si;1;20260309;205600;77791;77798;77791;77798;54;0
@Si;1;20260309;205700;77799;77820;77799;77812;330;0
@Si;1;20260309;205800;77812;77822;77811;77818;108;0
@Si;1;20260309;205900;77817;77817;77784;77789;296;0
@Si;1;20260309;210000;77787;77811;77787;77811;110;0
@Si;1;20260309;210100;77812;77812;77812;77812;36;0
@Si;1;20260309;210200;77811;77816;77811;77811;11;0
@Si;1;20260309;210300;77815;77815;77801;77801;31;0
@Si;1;20260309;210400;77803;77810;77803;77810;2;0
@Si;1;20260309;210500;77812;77812;77812;77812;3;0
@Si;1;20260309;210600;77813;77816;77812;77812;44;0
@Si;1;20260309;210700;77815;77833;77815;77826;233;0
@Si;1;20260309;210800;77829;77838;77829;77832;258;0
@Si;1;20260309;210900;77832;77836;77825;77836;175;0
@Si;1;20260309;211000;77827;77836;77824;77825;241;0
@Si;1;20260309;211100;77825;77825;77823;77825;44;0
@Si;1;20260309;211200;77825;77850;77825;77844;829;0
@Si;1;20260309;211300;77844;77856;77842;77854;176;0
@Si;1;20260309;211400;77855;77859;77840;77841;282;0
@Si;1;20260309;211500;77841;77841;77840;77840;20;0
@Si;1;20260309;211600;77840;77840;77836;77839;13;0
@Si;1;20260309;211700;77838;77839;77838;77838;14;0
@Si;1;20260309;211800;77837;77850;77836;77843;249;0
@Si;1;20260309;211900;77842;77842;77841;77841;15;0
@Si;1;20260309;212000;77840;77840;77836;77836;24;0
@Si;1;20260309;212100;77836;77839;77836;77839;20;0
@Si;1;20260309;212200;77837;77839;77831;77831;20;0
@Si;1;20260309;212300;77831;77863;77831;77851;338;0
@Si;1;20260309;212400;77852;77867;77851;77867;100;0
@Si;1;20260309;212500;77868;77877;77868;77869;101;0
@Si;1;20260309;212600;77870;77870;77853;77853;239;0
@Si;1;20260309;212700;77852;77862;77851;77851;61;0
@Si;1;20260309;212800;77850;77858;77850;77854;54;0
@Si;1;20260309;212900;77850;77853;77841;77853;54;0
@Si;1;20260309;213000;77851;77852;77841;77849;60;0
@Si;1;20260309;213100;77847;77849;77821;77821;207;0
@Si;1;20260309;213200;77822;77825;77812;77824;37;0
@Si;1;20260309;213300;77825;77825;77812;77816;10;0
@Si;1;20260309;213400;77823;77823;77807;77809;32;0
@Si;1;20260309;213500;77809;77810;77805;77805;128;0
@Si;1;20260309;213600;77805;77805;77797;77797;147;0
@Si;1;20260309;213700;77795;77803;77790;77803;130;0
@Si;1;20260309;213800;77805;77810;77805;77810;33;0
@Si;1;20260309;213900;77810;77810;77808;77808;13;0
@Si;1;20260309;214000;77800;77803;77793;77793;12;0
@Si;1;20260309;214100;77793;77797;77793;77795;9;0
@Si;1;20260309;214200;77794;77794;77788;77788;11;0
@Si;1;20260309;214300;77787;77787;77785;77785;80;0
@Si;1;20260309;214400;77786;77786;77786;77786;47;0
@Si;1;20260309;214500;77786;77787;77782;77783;31;0
@Si;1;20260309;214600;77782;77786;77782;77786;89;0
@Si;1;20260309;214700;77783;77784;77783;77784;19;0
@Si;1;20260309;214800;77784;77785;77781;77781;9;0
@Si;1;20260309;214900;77781;77785;77781;77781;13;0
@Si;1;20260309;215000;77780;77781;77779;77780;8;0
@Si;1;20260309;215100;77780;77781;77780;77781;24;0
@Si;1;20260309;215200;77780;77780;77769;77769;71;0
@Si;1;20260309;215300;77765;77766;77752;77757;158;0
@Si;1;20260309;215400;77758;77761;77758;77761;42;0
@Si;1;20260309;215500;77761;77761;77759;77761;67;0
@Si;1;20260309;215600;77760;77769;77759;77764;136;0
@Si;1;20260309;215700;77765;77768;77755;77766;57;0
@Si;1;20260309;215800;77766;77771;77766;77770;26;0
@Si;1;20260309;215900;77769;77770;77764;77764;64;0
@Si;1;20260309;220000;77768;77768;77764;77765;12;0
@Si;1;20260309;220100;77768;77768;77759;77764;42;0
@Si;1;20260309;220300;77764;77770;77764;77770;31;0
@Si;1;20260309;220400;77770;77786;77770;77786;27;0
@Si;1;20260309;220500;77786;77786;77784;77785;4;0
@Si;1;20260309;220600;77782;77782;77778;77778;9;0
@Si;1;20260309;220700;77778;77778;77778;77778;2;0
@Si;1;20260309;220800;77779;77779;77777;77777;3;0
@Si;1;20260309;220900;77779;77779;77779;77779;32;0
@Si;1;20260309;221000;77779;77779;77779;77779;27;0
@Si;1;20260309;221100;77778;77779;77778;77779;19;0
@Si;1;20260309;221300;77785;77785;77785;77785;2;0
@Si;1;20260309;221400;77784;77798;77784;77798;25;0
@Si;1;20260309;221500;77797;77798;77780;77780;72;0
@Si;1;20260309;221600;77789;77789;77778;77780;15;0
@Si;1;20260309;221700;77781;77785;77781;77784;7;0
@Si;1;20260309;221800;77781;77781;77780;77780;3;0
@Si;1;20260309;221900;77782;77803;77781;77782;563;0
@Si;1;20260309;222000;77782;77782;77759;77768;276;0
@Si;1;20260309;222100;77766;77773;77761;77772;101;0
@Si;1;20260309;222200;77771;77771;77756;77767;238;0
@Si;1;20260309;222300;77763;77771;77741;77770;500;0
@Si;1;20260309;222400;77770;77779;77749;77763;481;0
@Si;1;20260309;222500;77762;77781;77761;77777;166;0
@Si;1;20260309;222600;77780;77792;77756;77762;422;0
@Si;1;20260309;222700;77761;77777;77741;77771;702;0
@Si;1;20260309;222800;77771;77773;77745;77745;390;0
